350300,莆田市,莆田,350000
350400,三明市,三明,350000
350500,泉州市,泉州,350000
350600,漳州市,漳州,350000
350700,南平市,南平,350000
350800,龙岩市,龙岩,350000
350900,宁德市,宁德,350000
360100,南昌市,南昌,360000
360200,景德镇市,景德镇,360000
360300,萍乡市,萍乡,360000
360400,九江市,九江,360000
360500,新余市,新余,360000
360600,鹰潭市,鹰潭,360000
360700,赣州市,赣州,360000
360800,吉安市,吉安,360000
360900,宜春市,宜春,360000
361000,抚州市,抚州,360000
361100,上饶市,上饶,360000
370100,济南市,济南,370000
370200,青岛市,青岛,370000
370300,淄博市,淄博,370000
370400,枣庄市,枣庄,370000
370500,东营市,东营,370000
370600,烟台市,烟台,370000
370700,潍坊市,潍坊,370000
370800,济宁市,济宁,370000
370900,泰安市,泰安,370000
371000,威海市,威海,370000
371100,日照市,日照,370000
371200,莱芜市,莱芜,370000
371300,临沂市,临沂,370000
371400,德州市,德州,370000
371500,聊城市,聊城,370000
371600,滨州市,滨州,370000
371700,菏泽市,菏泽,370000
410100,郑州市,郑州,410000
410200,开封市,开封,410000
410300,洛阳市,洛阳,410000
410400,平顶山市,平顶山,410000
410500,安阳市,安阳,410000
410600,鹤壁市,鹤壁,410000
410700,新乡市,新乡,410000
410800,焦作市,焦作,410000
410881,济源市,济源,410000
410900,濮阳市,濮阳,410000
411000,许昌市,许昌,410000
411100,漯河市,漯河,410000
411200,三门峡市,三门峡,410000
411300,南阳市,南阳,410000
411400,商丘市,商丘,410000
411500,信阳市,信阳,410000
411600,周口市,周口,410000
411700,驻马店市,驻马店,410000
420100,武汉市,武汉,420000
420200,黄石市,黄石,420000
420300,十堰市,十堰,420000
420500,宜昌市,宜昌,420000
420600,襄阳市,襄阳,420000
420700,鄂州市,鄂州,420000
420800,荆门市,荆门,420000
420900,孝感市,孝感,420000
421000,荆州市,荆州,420000
421100,黄冈市,黄冈,420000
421200,咸宁市,咸宁,420000
421300,随州市,随州,420000
422800,恩施土家族苗族自治州,恩施,420000
429004,仙桃市,仙桃,420000
429005,潜江市,潜江,420000
429006,天门市,天门,420000
429021,神农架林区,神农架,420000
430100,长沙市,长沙,430000
430200,株洲市,株洲,430000
430300,湘潭市,湘潭,430000
430400,衡阳市,衡阳,430000
430500,邵阳市,邵阳,430000
430600,岳阳市,岳阳,430000
430700,常德市,常德,430000
430800,张家界市,张家界,430000
430900,益阳市,益阳,430000
431000,郴州市,郴州,430000
431100,永州市,永州,430000
431200,怀化市,怀化,430000
431300,娄底市,娄底,430000
433100,湘西土家族苗族自治州,湘西,430000
440100,广州市,广州,440000
440200,韶关市,韶关,440000
440300,深圳市,深圳,440000
440400,珠海市,珠海,440000
440500,汕头市,汕头,440000
440600,佛山市,佛山,440000
440700,江门市,江门,440000
440800,湛江市,湛江,440000
440900,茂名市,茂名,440000
441200,肇庆市,肇庆,440000
441300,惠州市,惠州,440000
441400,梅州市,梅州,440000
441500,汕尾市,汕尾,440000
441600,河源市,河源,440000
441700,阳江市,阳江,440000
441800,清远市,清远,440000
441900,东莞市,东莞,440000
442000,中山市,中山,440000
442101,东沙群岛,东沙,440000
445100,潮州市,潮州,440000
445200,揭阳市,揭阳,440000
445300,云浮市,云浮,440000
450100,南宁市,南宁,450000
450200,柳州市,柳州,450000
450300,桂林市,桂林,450000
450400,梧州市,梧州,450000
450500,北海市,北海,450000
450600,防城港市,防城港,450000
450700,钦州市,钦州,450000
450800,贵港市,贵港,450000
450900,玉林市,玉林,450000
451000,百色市,百色,450000
451100,贺州市,贺州,450000
451200,河池市,河池,450000
451300,来宾市,来宾,450000
451400,崇左市,崇左,450000
460100,海口市,海口,460000
460200,三亚市,三亚,460000
460300,三沙市,三沙,460000
469001,五指山市,五指山,460000
469002,琼海市,琼海,460000
469003,儋州市,儋州,460000
469005,文昌市,文昌,460000
469006,万宁市,万宁,460000
469007,东方市,东方,460000
469025,定安县,定安,460000
469026,屯昌县,屯昌,460000
469027,澄迈县,澄迈,460000
469028,临高县,临高,460000
469030,白沙黎族自治县,白沙,460000
469031,昌江黎族自治县,昌江,460000
469033,乐东黎族自治县,乐东,460000
469034,陵水黎族自治县,陵水,460000
469035,保亭黎族苗族自治县,保亭,460000
469036,琼中黎族苗族自治县,琼中,460000
500100,重庆市,重庆,500000
510100,成都市,成都,510000
510300,自贡市,自贡,510000
510400,攀枝花市,攀枝花,510000
510500,泸州市,泸州,510000
510600,德阳市,德阳,510000
510700,绵阳市,绵阳,510000
510800,广元市,广元,510000
510900,遂宁市,遂宁,510000
511000,内江市,内江,510000
511100,乐山市,乐山,510000
511300,南充市,南充,510000
511400,眉山市,眉山,510000
511500,宜宾市,宜宾,510000
511600,广安市,广安,510000
511700,达州市,达州,510000
511800,雅安市,雅安,510000
511900,巴中市,巴中,510000
512000,资阳市,资阳,510000
513200,阿坝藏族羌族自治州,阿坝,510000
513300,甘孜藏族自治州,甘孜,510000
513400,凉山彝族自治州,凉山,510000
520100,贵阳市,贵阳,520000
520200,六盘水市,六盘水,520000
520300,遵义市,遵义,520000
520400,安顺市,安顺,520000
522200,铜仁市,铜仁,520000
522300,黔西南布依族苗族自治州,黔西南,520000
522400,毕节市,毕节,520000
522600,黔东南苗族侗族自治州,黔东南,520000
522700,黔南布依族苗族自治州,黔南,520000
530100,昆明市,昆明,530000
530300,曲靖市,曲靖,530000
530400,玉溪市,玉溪,530000
530500,保山市,保山,530000
530600,昭通市,昭通,530000
530700,丽江市,丽江,530000
530800,普洱市,普洱,530000
530900,临沧市,临沧,530000
532300,楚雄彝族自治州,楚雄,530000
532500,红河哈尼族彝族自治州,红河,530000
532600,文山壮族苗族自治州,文山,530000
532800,西双版纳傣族自治州,西双版纳,530000
532900,大理白族自治州,大理,530000
533100,德宏傣族景颇族自治州,德宏,530000
533300,怒江傈僳族自治州,怒江,530000
533400,迪庆藏族自治州,迪庆,530000
540100,拉萨市,拉萨,540000
542100,昌都地区,昌都,540000
542200,山南地区,山南,540000
542300,日喀则地区,日喀则,540000
542400,那曲地区,那曲,540000
542500,阿里地区,阿里,540000
542600,林芝地区,林芝,540000
610100,西安市,西安,610000
610200,铜川市,铜川,610000
610300,宝鸡市,宝鸡,610000
610400,咸阳市,咸阳,610000
610500,渭南市,渭南,610000
610600,延安市,延安,610000
610700,汉中市,汉中,610000
610800,榆林市,榆林,610000
610900,安康市,安康,610000
611000,商洛市,商洛,610000
620100,兰州市,兰州,620000
620200,嘉峪关市,嘉峪关,620000
620300,金昌市,金昌,620000
620400,白银市,白银,620000
620500,天水市,天水,620000
620600,武威市,武威,620000
620700,张掖市,张掖,620000
620800,平凉市,平凉,620000
620900,酒泉市,酒泉,620000
621000,庆阳市,庆阳,620000
621100,定西市,定西,620000
621200,陇南市,陇南,620000
622900,临夏回族自治州,临夏,620000
623000,甘南藏族自治州,甘南,620000
630100,西宁市,西宁,630000
632100,海东市,海东,630000
632200,海北藏族自治州,海北,630000
632300,黄南藏族自治州,黄南,630000
632500,海南藏族自治州,海南藏族,630000
632600,果洛藏族自治州,果洛,630000
632700,玉树藏族自治州,玉树,630000
632800,海西蒙古族藏族自治州,海西,630000
640100,银川市,银川,640000
640200,石嘴山市,石嘴山,640000
640300,吴忠市,吴忠,640000
640400,固原市,固原,640000
640500,中卫市,中卫,640000
650100,乌鲁木齐市,乌鲁木齐,650000
650200,克拉玛依市,克拉玛依,650000
652100,吐鲁番地区,吐鲁番,650000
652200,哈密地区,哈密,650000
652300,昌吉回族自治州,昌吉,650000
652700,博尔塔拉蒙古自治州,博尔塔拉,650000
652800,巴音郭楞蒙古自治州,巴音郭楞,650000
652900,阿克苏地区,阿克苏,650000
653000,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜,650000
653100,喀什地区,喀什,650000
653200,和田地区,和田,650000
654000,伊犁哈萨克自治州,伊犁,650000
654200,塔城地区,塔城,650000
654300,阿勒泰地区,阿勒泰,650000
659001,石河子市,石河子,650000
659002,阿拉尔市,阿拉尔,650000
659003,图木舒克市,图木舒克,650000
659004,五家渠市,五家渠,650000
710100,台北市,台北,710000
710200,高雄市,高雄,710000
710300,台南市,台南,710000
710400,台中市,台中,710000
710500,金门县,金门,710000
710600,南投县,南投,710000
710700,基隆市,基隆,710000
710800,新竹市,新竹,710000
710900,嘉义市,嘉义,710000
711100,新北市,新北,710000
711200,宜兰县,宜兰,710000
711300,新竹县,新竹,710000
711400,桃园县,桃园,710000
711500,苗栗县,苗栗,710000
711700,彰化县,彰化,710000
711900,嘉义县,嘉义,710000
712100,云林县,云林,710000
712400,屏东县,屏东,710000
712500,台东县,台东,710000
712600,花莲县,花莲,710000
712700,澎湖县,澎湖,710000
712800,连江县,连江,710000
810100,香港岛,香港岛,810000
810200,九龙,九龙,810000
810300,新界,新界,810000
820100,澳门半岛,澳门半岛,820000
820200,离岛,离岛,820000
